image_id,caption
8870,"A white car with a dirty front, displaying a vehicle registration plate that reads ""NOCSG."""
8871,"The image shows the open pages of a book, featuring a title and contents list."
8872,"Event poster for ""NNM live"" featuring DJ set by ""We Are Gladiadores."" Scheduled for November 14 at Club La Berenjena."
8873,"A black perfume bottle with lace design, labeled ""Christina Aguilera Unforgettable,"" alongside a matching box."
8874,"This image shows a coin depicting a figure representing victory, inscribed with ""OLYMPIAD"" and ""LONDON 1948."""
8875,"Book cover for ""The Castaways of Tanagar"" by Brian Stableford, featuring a man gazing at Earth from space."
8876,"A girl in a blue Harlem Globetrotters jersey stands, facing a crowd, with a red and white striped uniform."
8877,"The image shows a colorful toy display featuring ""Mr. Men Little Miss"" products in a store setting."
8878,"The image shows several bottles of Cabernet Sauvignon wine displayed on a shelf, featuring a distinct label design."
8879,"A Ted Baker perfume bottle in a sleek, triangular shape, featuring a purple hue and marked with ""Langley."""
8880,"The image shows a tin can of drink, a box of snacks, and a small packaged item, likely a snack."
8881,"A player in a red uniform swings a bat at a baseball, while an umpire crouches behind home plate."
8882,A young boy in a blue baseball uniform throws a ball while wearing a glove and red footwear.
8883,"The image features a row of colorful Crayola crayons, with some partially visible packaging in the background."
8884,"The image features a traffic sign indicating directions to ""310 T.E.D.F."" on ""780 Uranium St."" with an arrow pointing left."
8885,"A close-up image of a remote control, featuring various buttons for navigation and functions, prominently displaying a yellow ""Select"" button."
8886,"A wooden shelf displays various ceramic items and a clock hangs above, indicating the time at 12:05."
8887,A speaker in a white shirt gestures passionately at a podium during a climate event. Bright backdrop and logo visible.
8888,"A spacious convenience store interior featuring aisles of merchandise, Coca-Cola displays, and clothing racks with various items."
8889,"A smiling woman, man, and girl pose together, with a wall clock visible in the background."
8890,"A woman in a red sports uniform plays field hockey, focused on a yellow ball on a blue pitch."
8891,"The image features a book cover titled ""Belgarath the Sorcerer"" by David and Leigh Eddings, showcasing fantasy characters."
8892,"A fast-food building featuring a porch with red umbrellas, a peaked roof, and a lighthouse-like structure on top."
8893,"A selection of bottles displayed on a bar, including ciders and large-format wine bottles."
8894,"A bottle of Johnnie Walker Red Label whisky next to an empty glass, showcasing amber liquid."
8895,"A dark gray van is parked on a sleek, modern surface with stairs in the background."
8896,"The image features a blue traffic sign indicating a right turn towards Gullfoss, a famous waterfall in Iceland."
8897,"A large cardboard box labeled ""MADE"" with a yellow shipping label, resting on a blue carpet."
8898,"A metal shelf labeled ""SUPPLIES"" holds various bottles and brushes across multiple levels, showcasing organized cleaning products and tools."
8899,"Whiteboard display introducing a workshop titled ""Lively remembering: Technologies, memories and practices in communities of practice,"" featuring three speakers’ names."
8900,"A man in a baseball uniform, featuring ""Fort Wayne"" and the number 12, wearing a cap and looking focused."
8901,"A silver sports watch with a blue dial, featuring large numbers and chronograph functions, worn on a gloved wrist."
8902,"A bottle of T.N. Dickinson's Witch Hazel, a natural astringent, stands beside a small glass bottle."
8903,Four boxes of Godiva milk chocolate-covered pretzels arranged on a light surface.
8904,"The image features a woman with a neutral expression, wearing a red and gray sports uniform with a logo."
8905,"A silver Buick SUV is parked in a gravel driveway, featuring a vehicle registration plate reading ""584-PSE."""
8906,"The image shows a comic scene with two characters fighting on the ground, while a police officer with a baton intervenes."
8907,"A construction site with cranes and freshly paved streets, featuring traffic lights and nearby parked vehicles."
8908,"The image features a poster titled ""From Forevertron to the Raygun Rocketship and Beyond,"" showcasing a photo of a unique structure."
8909,"A large, white industrial building labeled ""HOPE,"" adjacent to smaller red brick structures, in a clear blue sky."
8910,"A clear glass bottle labeled ""El Fogón,"" featuring information about a restaurant and various meats in Spanish."
8911,"Book titled ""The Invisible Wall"" by W. Michael Blumenthal, exploring relations between Germans and Jews."
8912,"The image features a beer pump clip labeled ""CWRW DEWI SANT"" from Wye Valley Brewery, featuring a red dragon design."
8913,"A cart loaded with various cardboard boxes, some labeled ""STEAM ROLLER,"" near a window in a bright room."
8914,"A small, white robotic vehicle with wheels, designed for mobility assistance, featuring the logo ""IRT."""
8915,"A vintage notice from 1901 prohibiting vagrants, beggars, itinerant musicians, and certain women from entering the premises."
8916,A large Epson printer is seen with a roll of paper ready for use; a black case is visible nearby.
8917,"A person stands beside a projector, displaying a sketchbook page with drawings of figures and text about Tom and Sarah."
8918,"A red tin can labeled ""Ülker cola turka,"" containing 330 ml of beverage, displayed on a wooden surface."
8919,"This image is a music album cover featuring a silhouette of Joseph Haydn, with the title ""Joseph Haydn Piano Trios."""
8920,"A football player leaps to make a tackle on another player, who is about to kick a ball."
8921,"The image shows a police vehicle with markings indicating ""Polícia Civil,"" parked in an urban area."
8922,"A red Mercedes van with emergency lights parked on a street, featuring markings for support services."
8923,"The image shows a vending machine filled with various health-related products, including pain relievers, allergy medications, and wipes."
8924,"A baseball team poses together on the field, wearing uniforms and holding trophies. The stadium is empty behind them."
8925,"The image shows a closed door with a blue lower panel and a metal roller shutter above, secured with an orange barrier."
8926,"Two clear glasses labeled with stages of grief: denial, anger, bargaining, depression, and acceptance."
8927,"A building prominently features a large Canadian flag on its exterior, with construction scaffolding visible."
8928,"Book cover for ""Death Beam"" by Robert Moss, featuring a bold title and striking design elements."
8929,"A colorful vintage aircraft with a red and blue design, featuring a propeller and an open cockpit, displayed on grass."
8930,"The image features a humorous poster of a young boy in a yellow sweater, questioning the meaning of the ""Hokey Pokey."""
8931,"The image features a green tin can labeled ""JOHN SMITH,"" established in 1758, likely containing beer."
8932,"The image shows a distillery interior with machinery, conveyor belts, and workers packaging products."
8933,"A boat glides on the river by the London Bridge Hospital, surrounded by modern and historic buildings."
8934,"A woman in a red sports uniform stands on the beach, preparing to play volleyball."
8935,"The image features colorful nutcracker figurines alongside jars of Yankee Candles, primarily in red, creating a festive display."
8936,"A man in a baseball uniform, number 24, prepares on the field, ready for the game."
8937,"A lineup of wine bottles in various colors sits on a wooden surface, accompanied by a plate of food and decorative boxes."
8938,"A colorful billboard displaying ""Yahoo!"" promotes it as ""a nice place to stay on the Internet,"" highlighting messaging features."
8939,"An open, aged book displaying handwritten notes and verses, featuring two pages filled with various ink writings."
8940,"The image features a poster about the Mekong River, highlighting its ecological importance and challenges faced due to dam construction."
8941,"A white car with a lifted hood, custom modifications, and bumper stickers is parked on a grassy area."
8942,"A hand displays colorful nail art, holding sunglasses. The magazine cover features various nail design themes."
8943,A young man smiles while wearing a red sports uniform with the number 22. The shirt features white accents.
8944,A blue truck's front view displaying the phrase “Born to be Wild” and a license plate.
8945,"Runners, both men and women, wear white thermal sheets post-race at a marathon event on a green field."
8946,"A team of roller hockey players stands in a lineup, wearing red jerseys and skates on a blue rink surface."
8947,"Two women celebrate, wearing red swimwear with the word ""China."" They display excitement, likely after a beach volleyball match."
8948,"The image features Sparkling Ice flavored drinks in clear bottles, showcasing various fruit options: raspberry, orange mango, peach nectarine, and pink grapefruit."
8949,A bottle of Wynns Coonawarra Estate Shiraz 2011 is displayed among gifts and a decorative background.
8950,A young man in a white sports jacket with an Adidas logo poses confidently against a striped background.
8951,"A tall tower features a decorative clock on its lower section, topped with an ornate dome."
8952,"A cluttered storage area filled with various stacked boxes, primarily brown with red labeling, indicating contents."
8953,"A man wearing a sports uniform displays a medal, featuring the number 337 and a logo, outdoors."
8954,The image shows a colorful striped beach towel with a black bag on a sandy surface.
8955,"The image shows a green vehicle registration plate from American Samoa, displaying the text ""MOTU O FIAFIAGA"" and the number ""3004."""
8956,"A silver LG mobile phone is displayed upright, with black earphones positioned in front of it against a plain background."
8957,"The image features a banner for ""Lincoln Village"" and a colorful sign for ""Flowers"" with the address ""12th St."""
8958,"A teal tin can of Mountain Dew Baja Blast sits on a table, featuring vibrant branding."
8959,"The image features various food and drink items, including packaged snacks, beverages, and dairy products, arranged on a neutral background."
8960,"A JVC television with a sleek design, featuring a large flat screen on a simple stand."
8961,"A bottle of Pastis 51 stands next to two blue bowls, likely for garnishes or snacks."
8962,"The image shows a collection of books on a shelf, featuring titles like ""Quaker Faith & Practice"" and ""Staying Alive."""
8963,"A television displays a football game between NY Giants and Buffalo, with the score and game details visible."
8964,A 1982 Mayacamas Cabernet Sauvignon wine bottle is displayed alongside a decanter filled with deep red wine.
8965,"The image shows the book cover of ""Frankenstein"" by Mary Shelley, featuring two bare trees in a snowy landscape."
8966,"Four bottles of Polar seltzer line a shelf, labeled ""Cherry Pomegranate,"" indicating a calorie-free drink option."
8967,"The image features a person wearing a dark shirt with a white graphic of a hand making an ""L"" shape, accompanied by the text ""HANG LOSER."" A red badge is also visible."
8968,"Five athletes stand on a podium, celebrating a cycling event. They're wearing colorful sports uniforms and holding flowers and a trophy."
8969,"The image features snacks, including Doritos, drinks, and a decorative photo on a yellow wall. No beer or bottles are visible."
8970,A bottle of Mikkeller beer stands beside a clear plastic cup filled with amber liquid.
8971,Busy street scene in Times Square with multiple yellow taxis and colorful advertisements lining the buildings.
8972,"A brown highway sign reads ""Don Kendall Memorial Highway"" in white letters, indicating a commemorative route."
8973,"A woman in a yellow shirt sits at a table, resting her chin on her hand, with a coffee cup nearby."
8974,"A bright whiteboard illustration promoting ""Playcare"" with images of a house, truck, and a bear, plus purchase options."
8975,"The image shows a vintage neon motel sign reading ""El Bonita MOTEL"" with a ""NO VACANCY"" notification."
8976,"The image displays a boxed outfit featuring a plaid jacket, a tie, and a gold watch as accessories."
8977,"A row of yellow taxis is parked along a city street, illuminated by nighttime lights."
8978,"A green Android robot figure stands upright, featuring two arms and a smiling face, resembling a toy."
8979,"The image shows the modern Parc des Expositions de Montpellier, featuring a large, geometric building with a sleek facade."
8980,"A collection of books, including ""2000 Toys & Prices"" and ""Schroeder's Collectible Toys,"" on a shelf."
8981,"A red tin can, likely soda, stands upright on a colorful, patterned table."
8982,"The image shows a computer monitor displaying a music library and weather information for Tampa, FL, at 65°F."
8983,"The image features a toy robot resembling Wall-E in the foreground, with a cartoon character in the background."
8984,"A variety of colorful glass bottles filled with drinks, including sodas, are displayed on a wooden table."
8985,"An LG mobile phone with a reflective surface, displaying a colorful app interface on its touchscreen."
8986,"Two smiling men are standing together. One wears a red plaid shirt, and the other sports a blue shirt with a logo."
8987,"The image shows a police vehicle marked ""BABYLON PATROL,"" indicating it is a law enforcement car."
8988,"A group of female athletes in sports uniforms plays softball, with one batting and others in the background preparing."
8989,"A downward road view shows a traffic sign indicating a 30 mph speed limit in Sparrowpit, surrounded by fields and houses."
8990,"A parking meter displays the current time and instructions for payment, with a maximum stay of four hours."
8991,"A calculator rests beside various British banknotes, including £10 and £20 notes, arranged on a surface."
8992,A person in a green coat walks beside a parked yellow taxi on a city street.
8993,A close-up of a Huawei smartphone displaying various app icons on its vibrant screen.
8994,"A vintage seaplane with pontoons sits on water, while two individuals prepare it for departure."
8995,"A poster promoting a live event at Fisheye Cafe featuring Linq Yim, displayed on a glass window."
8996,"The image displays an open book featuring text on two pages, discussing historical practices and correspondence related to religion."
8997,"A glass of dark beer labeled ""Smokeless"" sits next to its bottle on a patterned surface, with a bottle cap nearby."
8998,"A box features a LEGO Iron Man figure, showcasing its actual size with colorful design elements."
8999,"The image shows a blue sports drink, a dairy drink, and a grape juice bottle on a table."
9000,A Corona beer bottle is foregrounded in front of a computer monitor displaying a fashion website.
9001,A wooden signpost partially obscured by foliage indicates the numbers 300 and 237.
9002,"A vintage NEC laptop displayed on a shelf, featuring a small screen and labeled with a price tag."
9003,"The image depicts a section of an aircraft engine or fuselage featuring the word ""CHICAGO."" It represents aviation, not home or kitchen appliances."
9004,"The image features a close-up of a woman's face on a music album cover, highlighting her striking features and makeup."
9005,"The image shows a remote control with multiple buttons, placed on a wooden surface next to a soda can."
9006,"A black calculator with a digital display and numbered keypad, branded with the ""Nationwide"" logo."
9007,"Caption: A handwritten note discussing ""Phylum Entoprocta,"" describing Pedicellina and its resemblance to a hydrozoan colony."
9008,"A vintage comic book cover titled ""First Love,"" featuring a scene of a young woman dressing, with dialogue indicating tension and emotions."
9009,"A watch is displayed alongside a note stating ""6 ATM WR TEST PASSED,"" indicating successful water resistance testing."
9010,"A Fujifilm X-T1 camera with a lens adapter is displayed on a smooth surface, showcasing a sleek design."
9011,The image features a black Sony product box highlighting the features and specifications of a digital reading device.
9012,"Modern interior of a building featuring escalators, large windows, and advertising banners, creating a spacious atmosphere."
9013,"A person wearing a white sports uniform walks away, showcasing a logo on the jacket's back."
9014,"The image depicts a vintage book titled ""Mr. Mygale's Hobby"" by Darley Dale, featuring gold lettering and an illustration on the cover."
9015,"The image features a silver watch with multiple dials, set against a colorful online auction website background."
9016,"A white box filled with assorted papers, receipts, and tags, with a pink ribbon attached for easy access."
9017,"A black Motorola mobile phone lies on a light wooden surface, displaying a blue menu on its screen."
9018,"A player in a gray sports uniform holds a baseball bat, facing the field with a teammate in the background."
9019,"A Rolex dive watch featuring a black dial, silver stainless steel case, and date display at three o'clock."
9020,"A man wearing a yellow jacket smiles at the camera, with a scenic background of trees and water."
9021,"A black takeout box labeled ""STICKS'N'SUSHI"" sits beside a silver Sapporo beer can on a wooden table."
9022,"A racing car labeled ""Honda Racing"" speeds around a track, with spectators in the background and other vehicles parked nearby."
9023,"Poster for sana vita, a fair promoting organic products from June 11 to 14, 2009, at Kasteel Groeneveld, Baarn."
9024,"A compact laptop with a keyboard and an unlit screen, featuring various stickers on the body."
9025,"A red octagonal stop sign displaying ""STOP,"" accompanied by additional icons for speed limits and pedestrian instructions."
9026,"A shelf displaying assorted candy packages, including Hershey's and Snickers, organized in a retail setting."
9027,"Close-up of a silver computer keyboard, focusing on the textured key labeled ""N."" "
9028,"A man and woman pose outside a sports arena, both wearing jerseys and casual clothing, smiling together."
9029,"The image features several colorful bottles of Jack Daniel's whiskey, arranged in a line against a backdrop."
9030,"A person operates a ShopMaster machine, preparing to cut a vibrant pink material in a workspace."
9031,"A large billboard welcomes visitors to Nainativu, featuring images of local temples and inviting text in multiple languages."
9032,"A clear shot glass is placed beside a bottle of water and a can of Coca-Cola, with a cigarette box nearby."
9033,"A white tin can labeled ""NAME TAG Classic LAGER,"" featuring a red logo and an opening at the top."
9034,"The image shows a scale reading 45 kg, with a metallic pointer indicating the weight."
9035,"Billboard promoting a water attraction in China, featuring a group enjoying floating activities above a serene body of water."
9036,"A vintage computer keyboard is held above a stunning, colorful canyon landscape under a bright sky."
9037,"An open book page featuring text titled ""The Dreamer,"" discussing historical figures and their wealth, possibly from a philosophical context."
9038,Two men celebrate together outdoors; one holds a large beer. The atmosphere feels festive and energetic.
9039,"Two cameramen stand on a raised platform, filming, with a clock and a flag visible above them."
9040,"The image features an exhibition booth labeled ""MÉXICO,"" with people interacting and displays of scenic images in the background."
9041,"A group of people climb a stone structure, with skyscrapers in the background, set in a city environment."
9042,The image shows a digital clock displaying the time 8:33 in bright red numbers on a dark background.
9043,"An orange and white vintage van decorated with ribbons, parked on grassy terrain, showcasing a classic design."
9044,"A modern train, identified by its white and gray exterior, travels along a curved elevated track."
9045,"A desktop computer monitor displays a Google search, alongside a decorative office sculpture on a wooden desk."
9046,"The image shows a vehicle's rear bumper with a ""Biodiesel"" sticker and a Peace Action logo. The registration plate reads ""7G36411."""
9047,"A bottle of IPG'DAY! India Pale Ale features vibrant labeling, with a glass partially filled behind it, showcasing the drink's color."
9048,"A stylish retail store featuring clothing racks, accessories, and luxurious displays of shoes and bags."
9049,"A man in a black shirt sits next to a woman with curly hair, both outdoors at a café."
9050,"Two cheerleaders wearing red and white uniforms perform, showcasing energetic movements, with one smiling at the other."
9051,"A stack of books titled ""Slave Girls"" featuring a cover image of a chained foot, highlighting themes of bondage and survival."
9052,"Black wall clock featuring Roman numerals, black hands, and a white face, branded ""Sterling & Noble."""
9053,"A Samsung mobile phone displays a Darth Vader wallpaper, with various app icons visible on the screen."
9054,"A handwritten journal entry dated December 2, 2007, listing personal goals, projects, and reflections on work and creativity."
9055,"A football game in a packed stadium, featuring players competing on the field and enthusiastic fans cheering."
9056,"The image features two earrings designed to resemble small tin cans of 7UP, highlighting a unique fashion accessory."
9057,"A collection of various liquor bottles, including Jameson, displayed on a shelf alongside mixed drink ingredients."
9058,"The image shows a workspace with containers, a banner reading ""CODE AMERICA,"" and stacks of papers on a desk."
9059,"A smiling man wears a Pepsi crown and shirt, holding a sash that reads ""PRINCIPE DO MARACANã"" at a festive event."
9060,"The image features decorative boxes of chocolates, labeled ""Krampusbonbonnière,"" with vibrant artwork. Chocolates are also displayed in a clear box."
9061,"Silver tael coin from the Empire of China, dated 1904, featuring intricate Chinese characters and detailing."
9062,"A white iPad mini box is shown, featuring an image of the device on top and the Apple logo."
9063,"The image features a toy packaging for ""Grappler & D-E"" from the series ""Galactic Patrol Lensman"" by Tomy. The box displays colorful graphics and product details."
9064,"Sliced brisket is arranged neatly on a large white platter, showcasing its tender texture and smoky edges."
9065,A digital calculator displaying the number 3.141592653589793 with standard arithmetic buttons and memory functions.
9066,A bottle of Goose Island Honker's Ale stands next to a glass filled with the beer and foam. A bottle opener and a small Chicago souvenir are also present.
9067,"A baseball player in a white uniform stands ready to bat, holding a wooden bat. Fans watch from the stands."
9068,"Four bottles of Broadbent Madeira wine, labeled as Verdelho, Malmsey, Boal, and Sercial, each marked ""10 years old."""
9069,"A young boy in a blue T-ball shirt and batting helmet listens attentively to an adult man, likely a coach."
9070,"A player in a black Oklahoma jersey stands ready to bat, wearing a helmet and holding a bat at a baseball field."
9071,"A person in a red sports uniform with ""CHINA"" printed on the back stands before palm trees and a distant building."
9072,"A vintage B-17 bomber airplane flying in clear blue skies, showcasing its distinctive military markings and multiple propellers."
9073,"A tall, curved building stands behind a monument, with palm trees in the foreground against a clear blue sky."
9074,"A vintage billboard advertises ""One Hour Martinizing,"" promoting fast dry cleaning services with a bright blue sky backdrop."
9075,"A traffic sign indicating a detour for West Route 215, accompanied by warning flags. Surrounding greenery is visible."
9076,"Two mannequins display casual outfits. One wears a Starbucks-themed crop top, while the other has ""KHA"" on a similar shirt."
9077,"Three beer bottles with a blue label featuring the text ""Epic porta marillo"" stand on a table, showcasing a unique design."
9078,A vintage bottle of 1989 Carn Mor Scotch whisky is displayed alongside a chocolate bar and wrapper.
9079,"A basketball player in a white sports uniform stands on the court, focusing intently during a game."
9080,"An Alitalia airplane is in the sky, preparing to land, showcasing its distinctive green and red logo."
9081,"A man in a sports uniform runs wearing sunglasses, with a race number on his chest."
9082,"The image showcases various mini-golf setups, featuring greens, holes, and players in different environments."
9083,"The image displays a television screen showing a scene of a train station, including text about the song ""Eternal Odyssey."""
9084,"A book page with text about mathematics and logarithms, featuring a folded corner for marking a place."
9085,A group of people in casual clothing observes a woman in a red vest holding a stop sign indoors.
9086,"A traffic sign indicating ""49 Mile Scenic Drive"" with an arrow pointing upward, set against a clear blue sky."
9087,"A performer jumps on a blue car, surrounded by an audience with umbrellas, in a festive outdoor setting."
9088,"A woman in a red sports jersey walks across a baseball field, while a man in catcher's gear observes nearby."
9089,"A silver HTC mobile phone is resting on a wooden surface, with a visible camera and fingerprint sensor."
9090,"A video game character appears on the TV screen, holding a device with smoke, set in a living room."
9091,"A green clock stands prominently in front of a tree, with Roman numerals indicating the time."
9092,"A large digital NASDAQ billboard displays stock information in a bustling city street, with yellow taxis and pedestrians nearby."
9093,"A simple mobile phone with a numeric keypad, displaying the time and date, measuring 4.33 inches and 11 cm."
9094,"A vintage book titled ""How to Get Strong"" features an illustration of a muscular man on the cover, with green fabric."
9095,"The image depicts a whiteboard covered in various handwritten messages, doodles, and drawings, creating a chaotic and colorful backdrop."
9096,"A pink glass perfume bottle next to a decorative box labeled ""CASTELBEL LIRIO,"" featuring floral designs."
9097,"The image is a colorful poster featuring the U.S. Army Band, titled ""Swamp Romp: Voodoo Boogaloo."""
9098,"A dark beer bottle labeled ""Leffe Brune"" stands against a textured stone background, showcasing its elegant design."
9099,"A glass bottle labeled ""Royal"" with a straw sits on a wooden table, casting a warm ambiance."
9100,"The image features a whiteboard with the word ""Nerd"" written in English and its Arabic translation, ""نيرد."""
9101,"Three glass bottles contain yellowish liquids, each labeled with colored stickers, positioned on a black surface."
9102,"Art Deco-style building with prominent ""LIBERTY"" sign, featuring curved lines and large windows, emphasizing vintage architecture."
9103,"An Apple computer with a classic monitor displays an interface, accompanied by a beige keyboard on a wooden desk."
9104,"A modern building with large glass windows is illuminated at dusk, featuring a prominent red stop sign in front."
9105,"The image shows a clear plastic container and a white round trash bin, both placed on tiled flooring."
9106,"A baseball pitcher in a blue uniform throws a baseball on a grassy field, with a promotional backdrop."
9107,"Three yellow taxis are parked on a city street, showcasing their distinct color and markings."
9108,"A hand holds a smartphone displaying a colorful home screen with apps, time, and weather information."
9109,"Poster for ""Bullets & Daffodils,"" a musical about Wilfred Owen, featuring war poetry. Date: Saturday, 01 November."
9110,"A person wearing a navy sweater with an ""H"" logo and multiple academic achievement patches on the sleeves."
9111,"A black Luminor Panerai watch face held between fingers, showcasing large yellow hour markers and multiple dials."
9112,"A brightly lit hot air balloon marked ""FT 125 YEARS"" stands near the Tower Bridge at dusk."
9113,"A cyclist in a blue sports uniform holds a trophy, surrounded by people in traditional clothing and casual attire."
9114,"A busy city street filled with yellow taxis, reflecting urban life and transportation in a bustling metropolitan area."
9115,"Metal book depository mounted on a brick wall, featuring a narrow slot for book drop-off."
9116,"Brown cardboard boxes with a logo labeled ""ORU KAYAK"" and various shipping labels are stacked together."
9117,"A brown glass bottle of Fuller's ESB beer, featuring a blue label with golden accents."
9118,"A brown wooden structure labeled as ""Changing Room & Bathrooms,"" set in a natural outdoor environment."
9119,"A parking meter is prominently displayed, featuring a blue 'P' sign, payment options, and informational stickers."
9120,"A group of people move furniture and load a truck, with waste containers nearby on the sidewalk."
9121,"A player in a red Canada jersey throws a baseball on a field, with teammates in the background."
9122,"The image shows a stack of flattened cardboard boxes and office supplies, organized and bound together, with some paperwork visible."
9123,"Two people, wearing green sports uniforms, sit at a table with a computer and various items, against a backdrop of Mexican flags."
9124,"Acer mobile device with a sleek design, partially reflecting light. Positioned on a flat surface."
9125,"Two women in matching red sports uniforms with checkered patterns, posing together in a vibrant setting."
9126,"A vintage-style billboard displays ""SOUTH SHORE LINE"" in bold, illuminated letters against a clear blue sky."
9127,"A computer monitor displays abstract colorful graphics, with a desktop cluttered with papers, a decorative item, and speakers."
9128,"The image features a poster announcing an opening reception at ""Venners Hjem"" with details about live music."
9129,"A book titled ""Apocalipse"" by Eduardo Spohr, featuring a dramatic cover illustration of an angelic figure."
9130,"Billboard advertising Milka chocolate features a woman in a scenic landscape, inviting viewers to enjoy a piece of happiness."
9131,"A cardboard picture frame showcases a colorful drawing of a ""Welcome to Twin Peaks"" sign amidst a scenic landscape."
9132,"A girl in a sports uniform runs outdoors, wearing a blue triathlon suit with white and red accents, looking focused."
9133,"The image features stacks of ""The Beano"" comic books, showcasing colorful covers with characters like Dennis the Menace and Gnasher."
9134,"Two people stand near a sign reading ""Edge of Africa,"" with palm trees and a parked vehicle in the background."
9135,"Billboard promoting a fundraising campaign for a building project, featuring a modern architectural design and urging public support."
9136,"A colorful poster advertising ""Niki Nights"" at the Atlanta Botanical Garden, featuring a playful figure with vibrant patterns."
9137,"Two girls are playing football on a grassy field, with one dribbling a ball while the other runs to intercept."
9138,"A wooden bookcase displays various colorful books arranged neatly across multiple shelves, showcasing diverse literary genres."
9139,"An ornate wall clock features a decorative face with gold accents, showing time with Roman numerals and a pendulum below."
9140,"A poster displays ""1-click engagement"" with a hand on a laptop, highlighting social media icons and modes of microparticipation."
9141,"The image shows various tin cans labeled with ""MoPar,"" featuring car care products like cleaner and rust resistant."
9142,"The image shows a close-up of a measuring device, possibly a vintage lens meter, with dials and scales for precise measurements."
9143,"A black Ford vehicle displays a Virginia license plate that reads ""L8R POPO."""
9144,"A lively wrestling event takes place in a crowded arena, featuring a ring and spectators under bright lights."
9145,A bottle of red wine is displayed alongside two glasses filled with wine and a lit candle on a wooden table.
9146,"A player in a blue sports uniform kicks a soccer ball on a field, while another person observes in the background."
9147,"Five bottles of pink wine labeled ""Nectar Blush"" with decorative leaf designs are neatly arranged in a wooden rack."
9148,"A graded baseball card featuring Cal Ripken Jr. in Baltimore Orioles uniform, swinging a bat during a game."
9149,"The image shows a game board for a party game, featuring scoring areas labeled A, B, C, and D, with a mobile phone nearby."
9150,"A black HTC mobile phone is lying on a wooden surface, partially illuminated by sunlight."
9151,"The image shows a coin from Honduras, dated 1988, featuring the national emblem and inscription ""REPÚBLICA DE HONDURAS."""
9152,"A man pours beer at a bar, with a sign promoting ""FREE BEER"" prominently displayed."
9153,"A vintage tram runs along a bustling street, surrounded by shops and trees, under a clear blue sky."
9154,"The image shows the back of a Samsung Galaxy S packaging, highlighting features like storage capacity (16GB) and display type (Super AMOLED)."
9155,"A collection of various coins is scattered on a wooden surface, divided into two groups: silver and copper coins."
9156,"Scoreboard at Michigan Stadium shows Michigan leading Central Michigan 7-0 in the third quarter, with 3:30 remaining."
9157,"A large, ornate wall clock stands at the center, displaying the time elegantly with golden accents and glowing lights."
9158,"Two people are grilling barbecue in a large smoker at an outdoor event, surrounded by a crowd of onlookers."
9159,"Traffic sign indicating left turn allowed with a green dot, cautioning drivers to yield. City skyline visible in the background."
9160,"A sleek IWC Aquatimer watch features a black dial, luminous hands, and a rubber strap, ideal for diving."
9161,A man in a plaid shirt holds up a box of Moose Munch in a festive setting.
9162,A player in a pinstriped baseball uniform prepares to swing a bat as another player catches nearby.
9163,"The whiteboard contains notes on Anatomy and Physiology, health topics, and instructional outlines for a class or lecture."
9164,"A black frying pan with a price tag indicating it is half price, now £18."
9165,"A mobile phone displayed on a stand, featuring a touchscreen and various app icons on the screen."
9166,"The image displays various brands of beer in a convenience store, neatly arranged on shelves."
9167,"Poster for ""El Show del Año"" on December 27, featuring fireworks and a silhouette of a city skyline."
9168,"A man in an orange sports uniform with the number 17 and Asics branding, presenting a neutral expression against a plain background."
9169,"The image features multiple olive oil bottles on a countertop, each labeled with different flavors like Black Cherry and Garlic."
9170,"Two bottles of Bacardi Breeze stand beside shrimp-flavored chips and various snack packets, creating a colorful assortment."
9171,"A yellow taxi is in the foreground, with billboards displaying advertisements on a multi-story building in the background."
9172,"Album cover for Schubert's ""Oktett D 803,"" featuring a vintage scene of people dancing outdoors. ""Lindos Ensemble"" listed below."
9173,Three football players are on the field; one is sliding on the ground while the others stand nearby.
9174,"A red octagonal stop sign stands prominently, instructing drivers to stop, with ""ALL WAY"" below it."
9175,"A colorful poster advertising a beer special: shots for $4, available every day from 8 AM to 4 AM."
9176,"A Motorola mobile phone displays a prompt to add a Google account, indicating connection setup time."
9177,"A person lies on a bed wearing a red shirt and shorts, with feet visible and face obscured by a logo."
9178,"A bottle of ""Mad Goose"" pale ale rests on a colorful, polka-dotted tablecloth."
9179,"A row of books, including a dictionary, marketing classics, and works on innovation and communication strategies."
9180,"A smiling man in a red and green rugby uniform stands confidently, representing Luton Rugby."
9181,"A mobile phone is mounted and charging, connected to a Duracell charger with a blue indicator light."
9182,"A restaurant sign reads ""Chuchichäschtli"" in front of a snow-covered mountain backdrop under a clear blue sky."
9183,A silver Sprint mobile phone and a black BlackBerry phone are placed on a green table surface.
9184,"A vintage comic book cover featuring Marvel superheroes, including Thor, Iron Man, Hulk, and Ant-Man, battling Loki."
9185,"The image features a sticker reading ""Make Web Not War,"" positioned near a bookcase with visible books in the background."
9186,"The image features a colorful map of Minnesota, showcasing framed pictures of local attractions and landmarks, labeled for visitors."
9187,The image features a pink princess-themed package containing a watch and body glitter set. It displays characters from a popular animation.
9188,"A small metal sign reading ""Réservé"" on a wooden table, surrounded by condiments and cutlery."
9189,"A small television displays a program, surrounded by documentary posters on a gallery wall, emphasizing visual storytelling."
9190,"A group of people holding protest signs that say ""NO!"" stands along a sidewalk near trees and a building."
